"","la","urn","school","school_description","adm_policy","num_pupils","perc_boys","perc_girls","perc_fsm","perc_sec_lang","perc_sen","att8","att8_eng","att8_maths","att8_fsm","att8_nonfsm","school_type","gender","att8_17"
"196",302,101362,"Finchley Catholic High School","VA","NSE",173,100,NA,15,11,10,59.8,12,12.2,51,61.4,"State School","Boys",56.8
"197",302,136308,"Ashmole Academy","ACC","NSE",230,55,45,15,34,2,61.5,12.7,12.5,53.4,62.9,"State School","Mixed",61
"198",302,101364,"St James' Catholic High School","VA","NSE",167,47,53,21,38,8,50.6,10.7,9.4,48.5,51.2,"State School","Mixed",54.5
"199",302,143082,"Bishop Douglass School Finchley","ACC","NSE",80,58,43,51,54,15,53.4,10.6,10.2,51.6,55.4,"State School","Mixed",51.5
"200",302,137539,"Hasmonean High School for Boys","ACC","NSE",159,54,46,8,6,6,61.8,13.1,12.9,43.5,63.4,"State School","Mixed",61
"201",302,135747,"JCoSS","VA","NSE",182,53,47,9,10,6,61.9,13.2,11.9,44.6,63.5,"State School","Mixed",56.6
"202",302,134798,"London Academy","AC","NSE",177,62,38,43,45,17,51.9,11.8,10.1,47.4,55.3,"State School","Mixed",48
"203",302,135507,"Wren Academy","AC","NSE",178,51,49,25,11,9,62.3,12.9,13,52.6,65.6,"State School","Mixed",62.1
"204",302,103119,"St Mary's and St John's CofE School","VA","NSE",113,52,48,35,69,11,54.2,11.9,9.8,50.2,56.4,"State School","Mixed",NA
"205",302,139410,"St Andrew the Apostle Greek Orthodox School","F","NSE",79,66,34,18,23,3,51.3,10.8,9.9,58.8,49.7,"State School","Mixed",52.8
"206",302,139594,"The Archer Academy","F","NSE",146,48,52,28,32,27,56.9,11.9,11,50,59.6,"State School","Mixed",58
"207",302,101345,"Friern Barnet School","CY","NSE",152,58,42,45,32,14,38.2,8.5,7.1,31.5,43.7,"State School","Mixed",44.9
"208",302,142627,"Menorah High School for Girls","VA",NA,41,NA,100,7,7,29,62.2,14,13.9,NA,NA,"State School","Girls",70.5
"209",302,144502,"The Totteridge Academy","AC","NR",103,62,38,38,47,11,48.8,10.1,11.1,39.9,54.3,"State School","Mixed",46.7
"210",302,144784,"Oak Hill School","ACCS","NR",8,100,0,88,25,NA,2,0.4,1,NA,NA,"Special School","Boys",1.7
"211",302,136263,"The Holmewood School London","INDSPEC",NA,6,100,0,NA,NA,NA,6.5,1,2.3,NA,NA,"Special School","Boys",9.8
"212",302,143865,"Oak Lodge School","ACCS",NA,18,61,39,44,28,NA,0.6,0,0.1,0,1,"Special School","Mixed",0
"213",303,136369,"Bexley Grammar School","ACC","SEL",192,56,44,10,21,2,70.5,13.7,14.3,66.8,70.9,"Grammar School","Mixed",69.6
"214",303,137769,"Townley Grammar School","ACC","SEL",210,NA,100,10,14,11,73.2,15.6,13.8,69,73.7,"Grammar School","Girls",73.7
"215",303,137138,"Bexleyheath Academy","AC","NSE",270,52,48,23,14,24,37.7,8.4,7.1,32,39.4,"State School","Mixed",37.4
"216",303,145140,"Harris Garrard Academy","AC","NR",147,53,47,52,26,16,47.5,9.7,8.5,45.6,49.7,"State School","Mixed",48.1
"217",303,146378,"King Henry School","AC","NR",291,55,45,28,17,9,36.7,8.5,8.2,30.9,38.8,"State School","Mixed",NA
"218",303,137965,"Blackfen School for Girls","ACC","NSE",201,NA,100,20,15,12,46.2,10.5,8.4,42.2,47.2,"State School","Girls",47.6
"219",303,137423,"Chislehurst and Sidcup Grammar School","ACC","SEL",203,54,46,6,7,1,72.1,14.9,14.4,72.5,72.1,"Grammar School","Mixed",70.3
"220",303,136720,"Welling School","ACC","NSE",208,49,51,33,10,18,37.2,8.1,8.1,31.5,40,"State School","Mixed",38.4
"221",303,138686,"Cleeve Park School","ACC","NSE",117,58,42,37,6,54,33.3,7.9,7,29.5,35.4,"State School","Mixed",37.7
"222",303,136538,"Trinity Church of England School, Belvedere","ACC","NSE",176,53,47,27,27,34,44.5,9.3,8.8,44.6,44.4,"State School","Mixed",42
"223",303,138650,"St Columba's Catholic Boys' School","ACC","NSE",100,100,NA,24,20,14,47.7,9.2,9.1,44.7,48.6,"State School","Boys",45.2
"224",303,137681,"St Catherine's Catholic School","ACC","NSE",208,NA,100,27,21,7,56,12.3,10.1,56.1,56,"State School","Girls",53.6
"225",303,136334,"Beths Grammar School","ACC","SEL",190,100,NA,10,12,2,68.8,13.3,14.3,68.7,68.8,"Grammar School","Boys",65.9
"226",303,137368,"Hurstmere School","ACC","NSE",199,100,NA,8,2,7,45.7,10.4,9.2,39.8,46.2,"State School","Boys",44.3
"227",303,135677,"Harris Academy Falconwood","AC","NSE",167,58,42,21,8,20,48.1,10.5,9,40.3,50.2,"State School","Mixed",48.4
"228",303,135951,"Haberdashers' Aske's Crayford Academy","AC","NSE",173,49,51,24,5,6,42.5,9.2,9.2,36,44.5,"State School","Mixed",44.1
"229",303,144405,"Endeavour Academy Bexley","ACCS",NA,21,91,10,76,0,NA,12.9,3,2.9,NA,NA,"Special School","Mixed",NA
"230",304,140862,"Michaela Community School","F","NR",115,46,54,48,61,15,61.4,12.4,13.2,57.9,64.7,"State School","Mixed",NA
"231",304,141019,"Ark Elvin Academy","AC","NSE",174,54,46,26,87,16,37.8,7.9,7.6,42.7,36,"State School","Mixed",33.6
"232",304,138457,"Wembley High Technology College","ACC","NSE",208,49,51,23,80,3,66.8,12.7,13.3,64.3,67.5,"State School","Mixed",67.1
"233",304,133724,"JFS","VA","NSE",290,48,52,5,15,4,62,12.9,12.1,52.2,62.5,"State School","Mixed",64.5
"234",304,136656,"Claremont High School","ACC","NSE",255,52,48,19,55,4,57.4,12.5,11,48.5,59.6,"State School","Mixed",55.5
"235",304,137685,"Kingsbury High School","ACC","NSE",333,56,44,29,78,5,46.8,9.8,9.2,37.5,50.6,"State School","Mixed",45.5
"236",304,138609,"Queens Park Community School","ACC","NSE",199,55,45,32,49,23,49.8,11.3,9.5,42.7,53.2,"State School","Mixed",49.2
"237",304,137994,"Convent of Jesus and Mary Language College","ACC","NSE",175,NA,100,33,40,8,47,10.2,7.3,45.2,47.8,"State School","Girls",44.9
"238",304,138610,"Alperton Community School","ACC","NSE",216,51,49,29,63,11,44.3,9.7,9,44.2,44.3,"State School","Mixed",44
"239",304,142560,"St Gregory's Catholic Science College","ACC","NSE",167,65,35,23,55,15,55.8,11.5,11,46.3,58.6,"State School","Mixed",54.8
"240",304,101564,"Newman Catholic College","VA","NSE",82,100,NA,17,70,12,44.5,9.1,8.2,51.1,43.1,"State School","Boys",39.2
"241",304,139319,"Preston Manor School","ACC","NSE",245,50,50,41,59,15,48.8,10.3,9.9,46.2,50.6,"State School","Mixed",53.5
"242",304,134226,"Capital City Academy","AC","NSE",184,54,46,45,66,10,41.2,9.6,8.2,39.4,42.7,"State School","Mixed",43.2
"243",304,135600,"Ark Academy","AC","NSE",172,48,52,42,31,8,50.7,11.1,9.8,50.4,50.9,"State School","Mixed",50.1
"244",304,135973,"The Crest Academy","AC","NSE",191,44,56,47,87,19,40.6,9.7,8.5,38,42.9,"State School","Mixed",44.3
"245",304,144796,"Edith Kay Independent School","INDSPEC",NA,6,83,17,NA,NA,NA,11,2,2.7,NA,NA,"Special School","Mixed",NA
"246",304,135373,"Southover Partnership School","INDSPEC",NA,7,86,14,NA,NA,NA,2.6,0,0.6,NA,NA,"Special School","Mixed",7.6
"247",304,140796,"Woodfield School","ACCS",NA,22,50,50,50,50,NA,0.6,0,0,0.7,0.5,"Special School","Mixed",0.7
"248",305,137121,"Harris Academy Beckenham","AC","NSE",168,70,30,35,28,13,48.7,10.7,9.6,43.4,51.5,"State School","Mixed",51
"249",305,137379,"Harris Girls Academy Bromley","ACC","NSE",129,NA,100,37,21,5,54.8,11.9,10.8,47.8,58.9,"State School","Girls",53.7
"250",305,143427,"Harris Academy Orpington","AC","NR",165,47,53,35,7,6,43.5,9.7,8.1,36.9,47,"State School","Mixed",41.4
"251",305,136466,"Bishop Justus CofE School","ACC","NSE",177,48,53,29,2,12,45.5,10.1,8.6,39.6,48,"State School","Mixed",46.6
"252",305,136709,"Bullers Wood School","ACC","NSE",214,NA,100,19,18,8,56,12.2,10.3,43.7,58.9,"State School","Girls",56.1
"253",305,136464,"Coopers School","ACC","NSE",235,61,39,24,8,14,41.5,9,8.6,36.9,43,"State School","Mixed",43.3
"254",305,136586,"Langley Park School for Boys","ACC","NSE",203,100,NA,11,4,23,48.9,9.8,10.5,40.4,50,"State School","Boys",49.6
"255",305,136517,"Ravens Wood School","ACC","NSE",218,100,NA,12,6,17,52.1,10.5,10.9,38.6,54,"State School","Boys",48.8
"256",305,136551,"Newstead Wood School","ACC","SEL",158,NA,100,2,8,11,80.2,16.5,15.6,NA,NA,"Grammar School","Girls",79
"257",305,136281,"Kemnal Technology College","ACC","NSE",110,100,NA,30,6,17,36.2,7.4,8.3,30.1,38.8,"State School","Boys",44
"258",305,136644,"Hayes School","ACC","NSE",239,53,47,11,3,9,53.4,11.3,10.2,37.8,55.2,"State School","Mixed",52.5
"259",305,136467,"Chislehurst School for Girls","ACC","NSE",188,NA,100,23,14,9,48.8,10.9,9.3,41.3,51,"State School","Girls",48.5
"260",305,136545,"Charles Darwin School","ACC","NSE",204,47,53,24,3,9,45.4,9.7,9.1,37.2,48,"State School","Mixed",45.5
"261",305,101676,"St Olave's and St Saviour's Grammar School","VA","SEL",126,100,NA,3,33,4,83,15.9,16.8,NA,NA,"Grammar School","Boys",81.9
"262",305,137006,"Langley Park School for Girls","ACC","NSE",235,NA,100,13,15,11,59.9,12.9,11.1,48.6,61.6,"State School","Girls",57.3
"263",305,136540,"The Ravensbourne School","ACC","NSE",211,59,41,28,11,21,44.6,10,8,34,48.8,"State School","Mixed",44.1
"264",305,136355,"Darrick Wood School","ACC","NSE",252,46,54,8,4,18,50.8,10.7,9.7,39.2,51.8,"State School","Mixed",50
"265",305,144893,"Glebe School","ACCS",NA,36,61,39,50,14,NA,5.2,0,1.1,4.8,5.6,"Special School","Mixed",6.6
"266",305,131395,"Browns School","INDSPEC",NA,12,83,17,NA,NA,NA,2.1,0,1.3,NA,NA,"Special School","Mixed",4.1
"267",305,135670,"The Tutorial Foundation","INDSPEC",NA,19,79,21,NA,NA,NA,4.6,2.2,0,NA,NA,"Special School","Mixed",2.2
"268",305,136265,"Baston House School","INDSPEC",NA,9,56,44,NA,NA,NA,11.1,2.7,5.3,NA,NA,"Special School","Mixed",5.8
"269",305,141989,"Bromley Beacon Academy","ACS",NA,23,91,9,78,0,NA,1.9,0.1,1.3,NA,NA,"Special School","Mixed",1.9
"270",305,101697,"Marjorie McClure School","FDS",NA,10,70,30,30,10,NA,4.8,1.4,1.2,NA,NA,"Special School","Mixed",16
"271",306,140952,"Harris Invictus Academy Croydon","F","NR",160,59,41,47,40,16,43.4,10,8.5,39.7,46.6,"State School","Mixed",NA
"272",306,143846,"Meridian High School","AC","NR",93,50,51,61,9,32,35.8,8.8,6.2,35.5,36.2,"State School","Mixed",36.2
"273",306,138187,"Woodcote High School","ACC","NSE",210,40,61,26,12,16,48.5,10.7,9.3,37.3,52.4,"State School","Mixed",48.5
"274",306,101811,"Archbishop Tenison's CofE High School","VA","NSE",110,52,48,27,8,19,45.5,9.9,8.4,41.3,47.1,"State School","Mixed",52.3
"275",306,101813,"St Andrew's CofE School","VA","NSE",123,53,47,46,24,33,40.1,9.2,7.6,32.7,46.5,"State School","Mixed",37.6
"276",306,101814,"St Mary's Catholic High School","VA","NSE",113,52,48,36,74,8,36.9,8.1,6.5,31.8,39.8,"State School","Mixed",31.8
"277",306,138221,"St Joseph's College","ACC","NSE",170,100,NA,32,40,11,47.3,9.9,9,41.6,50,"State School","Boys",53.5
"278",306,101821,"Thomas More Catholic School","VA","NSE",134,63,37,32,28,19,43.2,9.4,8.9,35.5,46.8,"State School","Mixed",46.3
"279",306,101823,"Coloma Convent Girls' School","VA","NSE",147,NA,100,14,22,14,62,12.9,11,48.5,64.2,"State School","Girls",61.6
"280",306,137754,"Norbury Manor Business and Enterprise College for Girls","ACC","NSE",206,NA,100,39,60,4,51.6,11.7,9.2,46.2,55.2,"State School","Girls",52.5
"281",306,131280,"Virgo Fidelis Convent Senior School","VA","NSE",90,NA,100,39,37,7,39.6,8.6,7.3,39.9,39.5,"State School","Girls",43.7
"282",306,101849,"BRIT School for Performing Arts and Technology","CTC","NSE",188,32,68,21,4,15,48.7,11.9,9.1,42.1,50.4,"State School","Mixed",50.9
"283",306,135249,"Harris Academy South Norwood","AC","NSE",318,56,44,40,27,9,43.7,10.5,8.3,37.9,47.6,"State School","Mixed",47.2
"284",306,135311,"Harris City Academy Crystal Palace","AC","NSE",176,57,43,26,19,6,57.2,12.2,11.5,56.4,57.5,"State School","Mixed",56.2
"285",306,135654,"Oasis Academy Coulsdon","AC","NSE",141,53,47,33,9,13,49.3,11.9,8.9,40.3,53.7,"State School","Mixed",45.6
"286",306,135955,"Harris Academy Purley","AC","NSE",161,57,44,37,34,11,42.5,9.4,8.4,36.7,45.8,"State School","Mixed",45.7
"287",306,135968,"Oasis Academy Shirley Park","AC","NSE",166,54,46,48,36,11,43.5,10,7.5,38.8,47.7,"State School","Mixed",42.5
"288",306,136203,"The Quest Academy","AC","NSE",101,53,48,47,33,28,44.2,8.9,8.4,42.1,46.1,"State School","Mixed",41.5
"289",306,142621,"The Write Time","INDSPEC",NA,9,67,33,NA,NA,NA,10.4,3.6,3.1,NA,NA,"Special School","Mixed",2.8
"290",306,133438,"Cressey College","INDSPEC",NA,20,75,25,NA,NA,NA,3.5,1,1,NA,NA,"Special School","Mixed",7.1
"291",306,101851,"Bensham Manor School","CYS",NA,44,80,21,73,21,NA,2.3,0.6,0.6,2.7,1.3,"Special School","Mixed",1.2
"292",306,101853,"Beckmead School","CYS",NA,40,93,8,73,8,NA,3.9,0.6,2,4.3,2.8,"Special School","Mixed",5.5
"293",307,139725,"William Perkin Church of England High School","F","NSE",185,54,47,20,38,6,60.9,12.9,11.7,54.3,62.5,"State School","Mixed",60.1
"294",307,146318,"Ark Acton Academy","AC","NSE",216,66,34,43,67,13,40.3,8.8,8.6,39.9,40.6,"State School","Mixed",NA
"295",307,101928,"Villiers High School","FD","NSE",233,58,42,29,86,15,48.3,10.4,9.6,50.2,47.5,"State School","Mixed",44.4
"296",307,145348,"Dormers Wells High School","ACC","NSE",236,56,44,32,73,14,51,11.1,10.9,47.8,52.5,"State School","Mixed",NA
"297",307,137729,"Featherstone High School","ACC","NSE",241,62,38,33,76,17,52.8,11.5,10.5,51.6,53.4,"State School","Mixed",51.9
"298",307,131310,"Elthorne Park High School","CY","NSE",177,57,44,15,26,10,53.4,11.2,10.6,36.1,56.5,"State School","Mixed",53.7
"299",307,137546,"Twyford Church of England High School","ACC","NSE",187,50,50,16,16,14,64,12.7,12.6,57.3,65.3,"State School","Mixed",61
"300",307,101934,"The Cardinal Wiseman Catholic School","VA","NSE",293,43,57,16,42,7,56.7,11.8,11.3,48.2,58.4,"State School","Mixed",57
"301",307,101939,"Brentside High School","FD","NSE",203,60,40,34,68,13,49.2,9.9,9.9,44.8,51.5,"State School","Mixed",46.1
"302",307,101940,"Greenford High School","FD","NSE",234,50,50,33,52,12,54.2,12.4,11.1,51.1,55.7,"State School","Mixed",54.9
"303",307,101941,"The Ellen Wilkinson School for Girls","FD","NSE",205,NA,100,42,72,9,54.4,11.7,9.8,50.8,57,"State School","Girls",54.3
"304",307,137221,"Drayton Manor High School","ACC","NSE",233,50,50,38,37,17,53.8,11.2,10.8,48.1,57.3,"State School","Mixed",52
"305",307,101943,"Northolt High School","FD","NSE",133,49,51,36,69,15,39.7,8.5,8.1,34.8,42.4,"State School","Mixed",37.9
"306",307,134369,"Alec Reed Academy","AC","NSE",120,56,44,45,63,22,40.5,8.7,7.7,38,42.6,"State School","Mixed",44.9
"307",307,136740,"PPP Community School","INDSPEC",NA,8,75,25,NA,NA,NA,3.4,0,2.3,NA,NA,"Special School","Mixed",5.9
"308",307,135493,"Insights Independent School","INDSPEC",NA,7,100,0,NA,NA,NA,5.7,0.7,2,NA,NA,"Special School","Boys",4.4
"309",307,135794,"North West London Independent Special School","INDSPEC",NA,6,67,33,NA,NA,NA,5.2,0.8,1.3,NA,NA,"Special School","Mixed",9.1
"310",307,101965,"Belvue School","CYS",NA,26,73,27,54,65,NA,0.8,0,0.8,0.9,0.7,"Special School","Mixed",1.4
"311",308,139599,"Heron Hall Academy","F","NSE",84,55,45,45,50,11,43.2,9.7,8.5,37.2,48.2,"State School","Mixed",46.5
"312",308,139815,"Ark John Keats Academy","F","NSE",147,42,59,48,50,6,51.9,11.4,9.6,47.8,55.7,"State School","Mixed",NA
"313",308,143197,"Edmonton County School","ACC","NSE",256,50,50,44,57,12,42.4,9.1,8.1,37.8,45.9,"State School","Mixed",42.2
"314",308,136327,"Kingsmead School","ACC","NSE",228,47,53,42,51,6,48.7,10,9.1,44.1,51.9,"State School","Mixed",48.4
"315",308,102045,"Winchmore School","CY","NSE",234,53,47,31,53,16,44.2,9.1,9,37.3,47.4,"State School","Mixed",44.8
"316",308,142727,"Southgate School","ACC","NSE",247,53,47,18,39,6,51.1,10.7,10.2,44.9,52.4,"State School","Mixed",49
"317",308,102048,"Enfield County School for Girls","CY","NSE",186,NA,100,31,44,4,50.7,10.9,9.8,43.4,53.9,"State School","Girls",51
"318",308,102049,"Chace Community School","CY","NSE",201,45,55,35,33,22,43.9,9.6,8.1,37.8,47.2,"State School","Mixed",42.7
"319",308,144084,"The Lea Valley Academy","ACC","NSE",169,54,46,50,48,6,37.1,8.8,6.9,34.1,40.2,"State School","Mixed",NA
"320",308,132256,"Highlands School","CY","NSE",233,49,51,17,21,12,53.1,11.8,10.4,43.7,55,"State School","Mixed",52.6
"321",308,102052,"Bishop Stopford's School","VA","NSE",103,50,51,39,40,14,41.1,8.7,7.6,35.2,44.9,"State School","Mixed",44.8
"322",308,102053,"St Anne's Catholic High School for Girls","VA","NSE",182,NA,100,37,25,2,57,12.2,10.5,51.5,60.2,"State School","Girls",57.2
"323",308,102055,"The Latymer School","VA","SEL",192,61,39,8,30,10,79.9,15.6,15.8,73.4,80.5,"Grammar School","Mixed",79.3
"324",308,102056,"Broomfield School","FD","NSE",86,56,44,43,78,10,38.2,8.5,7.9,36.4,39.6,"State School","Mixed",41.3
"325",308,102058,"St Ignatius College","VA","NSE",156,100,NA,32,37,14,49.8,10.6,10.2,43.6,52.8,"State School","Boys",47.8
"326",308,137094,"Enfield Grammar School","ACC","NSE",177,100,NA,26,26,21,51.4,10.5,10.8,41.8,54.8,"State School","Boys",48.3
"327",308,134311,"Oasis Academy Enfield","AC","NSE",164,47,53,51,63,9,36.7,7.8,6.9,32.5,41,"State School","Mixed",40.1
"328",308,135958,"Oasis Academy Hadley","AC","NSE",169,49,51,66,74,19,43.4,9.9,8.2,43.1,43.9,"State School","Mixed",42.3
"329",308,136147,"Aylward Academy","AC","NSE",223,59,41,53,66,8,37.2,8,7.1,36.4,38.1,"State School","Mixed",36.4
"330",308,136157,"Nightingale Academy","AC","NSE",102,52,48,42,82,9,26.4,5.6,4.2,28.6,24.8,"State School","Mixed",32.2
"331",308,102067,"West Lea School","CYS",NA,28,82,18,61,25,NA,0.7,0.2,0.5,0.5,1,"Special School","Mixed",3.4
"332",309,140935,"Harris Academy Tottenham","F","NR",74,65,35,49,53,7,37.8,8.5,7,35.6,39.9,"State School","Mixed",NA
"333",309,102153,"Hornsey School for Girls","CY","NSE",144,NA,100,46,45,4,49.7,11,9,45.3,53.4,"State School","Girls",48.4
"334",309,102154,"Highgate Wood Secondary School","CY","NSE",230,60,40,30,32,15,55.2,11.3,10.7,45.6,59.4,"State School","Mixed",49.3
"335",309,144900,"Duke's Aldridge","ACC","NSE",198,57,43,55,73,7,39.5,7.8,7.9,40.1,38.7,"State School","Mixed",40.9
"336",309,102156,"Fortismere School","FD","NSE",269,51,49,16,13,9,57.9,12.2,11.4,44.9,60.3,"State School","Mixed",59.7
"337",309,102157,"Gladesmore Community School","CY","NSE",232,58,42,74,62,44,44.4,9.8,8.6,42.8,48.7,"State School","Mixed",49
"338",309,137745,"Woodside High School","ACC","NSE",145,57,43,44,57,52,47.2,9.8,9.3,43.1,50.4,"State School","Mixed",46
"339",309,137531,"Alexandra Park School","ACC","NSE",219,52,48,17,20,20,58.8,12.3,11.8,47.1,61.2,"State School","Mixed",56.9
"340",309,131757,"Park View School","CY","NSE",200,56,44,52,70,9,37.2,8.4,6.8,34.6,40,"State School","Mixed",39.5
"341",309,139362,"St Thomas More Catholic School","ACC","NSE",183,48,53,34,66,19,51.3,10.6,10.1,51.6,51.1,"State School","Mixed",41.8
"342",309,139616,"Heartlands High School","ACC","NSE",208,48,52,51,46,16,45.5,10.2,8.5,41,50.2,"State School","Mixed",43.6
"343",309,133386,"Greig City Academy","AC","NSE",192,62,38,73,70,4,37,7.7,6.4,35.9,39.8,"State School","Mixed",37.9
"344",309,102176,"Vale School","CYS",NA,9,22,78,78,22,NA,8.4,1.8,1.8,NA,NA,"Special School","Mixed",4.3
"345",309,102178,"Riverside School","CYS",NA,22,73,27,68,41,NA,0,0,0,0.1,0,"Special School","Mixed",0.3
"346",310,138227,"Avanti House School","F","NSE",144,53,47,6,23,1,59.2,11.6,12.6,54.6,59.5,"State School","Mixed",57.4
"347",310,137204,"Hatch End High School","ACC","NSE",222,62,38,44,65,19,46.5,9.9,9,43.7,48.6,"State School","Mixed",45.7
"348",310,137075,"Park High School","ACC","NSE",253,53,47,23,71,11,51.2,11.1,10,44.8,53.1,"State School","Mixed",51.8
"349",310,137199,"Canons High School","ACC","NSE",176,54,46,35,78,28,43.2,10,8.6,38.1,45.9,"State School","Mixed",41.6
"350",310,137028,"Nower Hill High School","ACC","NSE",299,54,47,18,34,14,57.2,12,11.5,43.7,60.2,"State School","Mixed",53.4
"351",310,102239,"Whitmore High School","CY","NSE",266,55,45,30,70,9,57.4,11.5,11,50.9,60.2,"State School","Mixed",56.1
"352",310,137198,"Rooks Heath College","ACC","NSE",186,60,40,36,54,17,42,8.8,8.5,33.4,46.8,"State School","Mixed",45.3
"353",310,137178,"Bentley Wood High School","ACC","NSE",203,NA,100,36,75,11,57.5,12.4,10,49.5,62,"State School","Girls",56.1
"354",310,137177,"Harrow High School","ACC","NSE",157,58,42,32,76,14,42,9.6,7.9,41.2,42.3,"State School","Mixed",43
"355",310,102243,"The Sacred Heart Language College","VA","NSE",147,NA,100,14,29,11,58.6,12.9,10.3,50.5,59.9,"State School","Girls",63
"356",310,138458,"Salvatorian Roman Catholic College","ACC","NSE",111,100,NA,24,44,14,54,11.8,10.5,48.9,55.6,"State School","Boys",55.4
"357",310,102260,"Shaftesbury High School","CYS",NA,31,74,26,45,42,NA,0.3,0,0.3,0.7,0,"Special School","Mixed",0.4
"358",311,137197,"Hall Mead School","ACC","NSE",188,56,44,15,4,10,48,10.2,10,34.2,50.6,"State School","Mixed",48.3
"359",311,137396,"Redden Court School","ACC","NSE",147,48,52,19,6,13,48.7,10.5,10.3,36.7,51.5,"State School","Mixed",48.1
"360",311,136576,"The Brittons Academy","ACC","NSE",151,45,55,42,18,11,39.4,8.5,7.8,36.1,41.8,"State School","Mixed",35.9
"361",311,137414,"Emerson Park Academy","ACC","NSE",191,60,40,19,5,6,47.7,9.9,10,36.3,50.3,"State School","Mixed",45.9
"362",311,143428,"Harris Academy Rainham","AC","NR",188,46,54,26,17,9,49.3,10,9.8,44.8,50.9,"State School","Mixed",49.6
