"","la","urn","school","school_description","adm_policy","num_pupils","perc_boys","perc_girls","perc_fsm","perc_sec_lang","perc_sen","att8","att8_eng","att8_maths","att8_fsm","att8_nonfsm","school_type","gender","att8_17"
"2989",896,137582,"The Rudheath Senior Academy","AC","NSE",87,52,48,18,5,20,37.1,8.6,7.1,25.1,39.8,"State School","Mixed",37.8
"2990",896,138148,"Hartford Church of England High School","VA","NSE",174,53,47,21,3,9,47.7,9.7,9.6,33.6,51.4,"State School","Mixed",48.2
"2991",896,143817,"Queen's Park High School","AC","NSE",62,45,55,32,15,21,43,9.5,8.3,31.7,48.3,"State School","Mixed",43.5
"2992",896,144742,"Chester International School","SS","NR",56,27,73,27,9,13,31.7,7.3,6.5,34,30.8,"Special School","Mixed",NA
"2993",896,111396,"Blacon High School, A Specialist Sports College","FD","NSE",69,49,51,52,4,17,41.1,8.9,7.9,36.6,46,"State School","Mixed",37.1
"2994",896,138318,"Neston High School","ACC","NSE",270,56,44,21,1,18,45.1,9.4,9.4,38.8,46.7,"State School","Mixed",46.2
"2995",896,111414,"Weaverham High School","FD","NSE",203,54,46,21,1,4,47.8,10.6,9.3,36,51,"State School","Mixed",45.9
"2996",896,138743,"The County High School, Leftwich","ACC","NSE",195,44,56,11,1,3,59.2,12.7,11.5,53,60,"State School","Mixed",51.7
"2997",896,138483,"Tarporley High School and Sixth Form College","ACC","NSE",175,49,51,9,0,9,57.7,13,10.6,53.3,58.1,"State School","Mixed",55.3
"2998",896,136645,"Christleton High School","ACC","NSE",203,52,48,10,3,9,57.1,11.7,11,45.5,58.5,"State School","Mixed",49.8
"2999",896,111422,"Upton-by-Chester High School","FD","NSE",236,50,50,17,13,15,49.5,9.9,9.9,32.9,53,"State School","Mixed",52.5
"3000",896,111424,"Bishop Heber High School","FD","NSE",207,45,55,10,2,9,55.6,12.4,10.1,47.4,56.5,"State School","Mixed",54.7
"3001",896,111429,"The Whitby High School","FD","NSE",273,54,46,23,2,19,43.3,8.7,8.5,33.5,46.2,"State School","Mixed",46.7
"3002",896,111440,"Helsby High School","CY","NSE",208,51,50,18,3,7,51.3,10.4,10,33.6,55.2,"State School","Mixed",52.7
"3003",896,139343,"The Catholic High School, Chester A Specialist Science College","ACC","NSE",126,49,51,25,10,10,45.5,9.8,8.1,36.8,48.5,"State School","Mixed",42.7
"3004",896,111450,"St Nicholas Catholic High School","VA","NSE",219,48,52,13,6,7,52.5,10.9,9.9,38.2,54.6,"State School","Mixed",52.5
"3005",896,111451,"Ellesmere Port Catholic High School","VA","NSE",132,48,52,24,6,29,43,9.1,7.7,30.1,47.2,"State School","Mixed",41.2
"3006",896,136543,"The Bishops' Blue Coat Church of England High School","ACC","NSE",175,52,48,17,6,18,49.4,10.6,9.4,41.6,51,"State School","Mixed",43
"3007",896,135941,"University of Chester CE Academy","AC","NSE",141,55,45,50,11,34,33.3,7.1,6.7,27.1,39.5,"State School","Mixed",28.9
"3008",896,136184,"The Winsford Academy","AC","NSE",153,57,43,44,5,20,39.1,8.2,7.3,33.1,43.9,"State School","Mixed",39.8
"3009",896,140093,"Cloughwood Academy","ACCS",NA,10,100,NA,80,0,NA,4.5,0.5,0.6,NA,NA,"Special School","Boys",8.7
"3010",896,111503,"Greenbank School","CYS",NA,13,69,31,54,8,NA,3,1.8,1.2,5,0.7,"Special School","Mixed",2
"3011",896,111504,"Oaklands School","CYS",NA,30,60,40,43,0,NA,2.9,0,1.1,2.6,3.2,"Special School","Mixed",3.4
"3012",896,111511,"Dorin Park School & Specialist SEN College","CYS",NA,11,46,55,73,0,NA,0.5,0.4,0.2,NA,NA,"Special School","Mixed",1
"3013",896,111517,"Archers Brook SEMH Residential School","CYS",NA,17,94,6,82,0,NA,16.8,3.4,3.8,NA,NA,"Special School","Mixed",14.6
"3014",908,140675,"St Ives School","AC","NR",92,50,50,17,2,13,51.5,11.1,9.2,39,54.2,"State School","Mixed",48.1
"3015",908,140836,"Fowey River Academy","AC","NSE",118,49,51,19,1,11,45.1,10.1,8,36.8,47,"State School","Mixed",42.6
"3016",908,143649,"Callington Community College","ACC","NR",209,52,48,21,0,11,40.5,8.9,7.8,29.6,43.5,"State School","Mixed",44
"3017",908,145108,"Brannel School","AC","NSE",127,53,47,33,1,19,40.7,8.2,8.1,30.1,45.9,"State School","Mixed",NA
"3018",908,146325,"Cape Cornwall School","AC","NSE",56,61,39,23,4,20,45.8,9.4,9.3,34.8,49.2,"State School","Mixed",NA
"3019",908,139155,"Launceston College","ACC","NSE",193,50,50,16,6,13,44.6,9.4,8.7,25.9,48.1,"State School","Mixed",43.2
"3020",908,112038,"Treviglas Community College","CY","NSE",141,52,48,23,1,19,44.1,9.3,8.9,33.7,47.2,"State School","Mixed",40.7
"3021",908,112039,"Sir James Smith's Community School","FD","NSE",83,55,45,35,0,5,41.6,8.9,8,33.9,45.8,"State School","Mixed",42.2
"3022",908,136575,"Saltash Community School","ACC","NSE",197,57,43,26,1,19,42.2,9.5,8.2,33.3,45.4,"State School","Mixed",40.4
"3023",908,112041,"Torpoint Community College","FD","NSE",101,47,54,20,2,8,44.7,10,8.4,37.8,46.4,"State School","Mixed",41.9
"3024",908,143981,"Helston Community College","ACC","NSE",197,50,50,18,1,16,46.4,10.2,8.7,34.9,48.9,"State School","Mixed",45.8
"3025",908,136852,"Penryn College","ACC","NSE",214,55,45,17,1,17,52.2,11.2,9.7,41,54.5,"State School","Mixed",49.8
"3026",908,112045,"Budehaven Community School","FD","NSE",170,47,53,24,1,8,44,9.2,9.3,37.6,45.9,"State School","Mixed",45.9
"3027",908,137223,"Falmouth School","ACC","NSE",123,40,60,30,2,10,48.3,9.9,9,37.1,53.1,"State School","Mixed",52.2
"3028",908,138024,"Wadebridge School","ACC","NSE",210,50,50,18,1,10,47.2,9.9,9,33.4,50.3,"State School","Mixed",45.1
"3029",908,136383,"Bodmin College","ACC","NSE",215,48,52,28,5,10,42.3,9.3,8.4,33.5,45.8,"State School","Mixed",41.7
"3030",908,136573,"Penrice Academy","ACC","NSE",277,48,52,16,1,11,53,11.1,9.7,42.5,55,"State School","Mixed",51.4
"3031",908,112052,"Poltair School","FD","NSE",115,49,51,32,7,17,39.1,8.2,7.2,28.4,44.2,"State School","Mixed",41.7
"3032",908,136524,"Camborne Science and International Academy","ACC","NSE",200,53,47,26,5,14,47.4,9.5,9.2,38.1,50.6,"State School","Mixed",45.4
"3033",908,112054,"Redruth School","FD","NSE",186,56,44,22,5,18,48,9.9,9.3,34.9,51.5,"State School","Mixed",47.1
"3034",908,112055,"Richard Lander School","CY","NSE",280,56,44,14,0,11,52.3,10.8,10.1,43.1,53.8,"State School","Mixed",51.4
"3035",908,136572,"The Roseland Academy","ACC","NSE",123,42,58,19,0,4,50.4,10.5,9.4,39,53,"State School","Mixed",51.2
"3036",908,136614,"Pool Academy","ACC","NSE",169,52,48,24,2,9,39.9,8.4,8.1,28.2,43.6,"State School","Mixed",40.2
"3037",908,143993,"Mullion School","ACC","NSE",105,48,52,24,1,19,43.7,9.7,8.5,35.3,46.3,"State School","Mixed",49.4
"3038",908,136533,"Newquay Tretherras","ACC","NSE",262,58,42,24,2,3,46.4,10.1,9.2,37.8,49.1,"State School","Mixed",46.2
"3039",908,136567,"Penair School","ACC","NSE",182,58,42,17,2,9,46.6,9.8,9.9,32.9,49.4,"State School","Mixed",50.3
"3040",908,144291,"Liskeard School and Community College","ACC","NSE",174,56,44,39,1,11,40.7,8.8,7.6,34.9,44.4,"State School","Mixed",41.7
"3041",908,137839,"Looe Community Academy","ACC","NSE",102,42,58,29,2,6,46.2,10.1,8.6,41.5,48.2,"State School","Mixed",44.5
"3042",908,145211,"Hayle Academy","ACC","NSE",92,52,48,30,3,17,40.1,8.1,8.2,31.7,43.8,"State School","Mixed",NA
"3043",908,136873,"Mounts Bay Academy","ACC","NSE",214,46,54,17,1,23,48.1,10.1,9.3,39.5,49.8,"State School","Mixed",47.1
"3044",908,112067,"Humphry Davy School","FD","NSE",120,57,43,33,5,20,42.9,9.5,8.1,33.8,47.3,"State School","Mixed",41.5
"3045",908,140942,"Oak Tree School","INDSPEC",NA,8,100,0,NA,NA,NA,18.6,5.3,6.8,NA,NA,"Special School","Boys",6
"3046",908,137478,"Pencalenick School","ACCS",NA,28,64,36,43,0,NA,2.2,0,0.6,3.4,1.3,"Special School","Mixed",3
"3047",909,140406,"The Whitehaven Academy","AC","NSE",96,51,49,34,0,8,39,8.1,7.8,22.3,47.8,"State School","Mixed",37.4
"3048",909,112375,"Beacon Hill Community School","CY","NSE",18,78,22,44,0,22,34.7,7.6,7.2,27.8,40.2,"State School","Mixed",36.8
"3049",909,140600,"Energy Coast UTC","UTC","NR",73,75,25,36,0,5,35.2,7.8,7.1,30.7,37.7,"State School","Mixed",38.8
"3050",909,141041,"Walney School","AC","NSE",129,44,56,30,2,13,41.2,9.2,7.6,29.8,46,"State School","Mixed",39.4
"3051",909,141499,"Workington Academy","AC","NR",132,54,46,34,1,18,40.8,8.7,7.5,34.2,44.2,"State School","Mixed",41.1
"3052",909,112377,"Solway Community School","CY","NSE",23,48,52,44,0,26,34.7,7,6.3,28.4,39.5,"State School","Mixed",39.5
"3053",909,112378,"Samuel King's School","FD","NSE",21,38,62,33,0,29,42.6,9.8,7.8,32.5,47.6,"State School","Mixed",43.3
"3054",909,143749,"Queen Elizabeth Studio School","SS","NR",88,56,44,14,0,45,39.6,8.5,7.7,36.5,40.1,"Special School","Mixed",NA
"3055",909,112379,"The Lakes School","CY","NSE",85,44,57,14,5,4,44.6,9.3,8.3,33.8,46.4,"State School","Mixed",46.7
"3056",909,137269,"Settlebeck School","ACC","NSE",35,54,46,20,0,29,41.8,9.3,8.2,26.1,45.7,"State School","Mixed",48.4
"3057",909,142306,"Cockermouth School","ACC","NSE",207,54,46,14,1,6,54.3,11.2,11,36.3,57.3,"State School","Mixed",52
"3058",909,112382,"Netherhall School","CY","NSE",95,47,53,31,2,52,40,8.8,8.3,34.8,42.3,"State School","Mixed",39.5
"3059",909,112383,"Dowdales School","CY","NSE",195,45,55,16,1,11,46.4,9.8,8.9,34.7,48.7,"State School","Mixed",46.4
"3060",909,112384,"John Ruskin School","CY","NSE",28,39,61,29,0,36,47.1,9.9,8.6,41.6,49.4,"State School","Mixed",49.5
"3061",909,112385,"Ulverston Victoria High School","CY","NSE",228,48,52,10,1,18,52.6,10.5,10,46.7,53.2,"State School","Mixed",52.9
"3062",909,112388,"Millom School","CY","NSE",91,48,52,26,1,26,42.8,9.8,7.4,32.5,46.5,"State School","Mixed",43.5
"3063",909,112393,"Ullswater Community College","FD","NSE",229,52,49,16,5,16,38.8,8.8,7.8,32.1,40,"State School","Mixed",41.5
"3064",909,112397,"The Nelson Thomlinson School","VC","NSE",226,50,50,17,0,17,50.9,10.6,10.1,42.4,52.7,"State School","Mixed",50.2
"3065",909,112398,"St Benedict's Catholic High School","VA","NSE",148,53,47,14,3,10,44,9.8,8.2,40.5,44.6,"State School","Mixed",44.6
"3066",909,112399,"Newman Catholic School","VA","NSE",97,55,45,30,14,11,39.6,8.1,6.9,36,41.1,"State School","Mixed",43
"3067",909,112400,"St Bernard's Catholic High School","VA","NSE",165,59,41,18,6,7,43.8,9.2,8.7,28.6,47.2,"State School","Mixed",45
"3068",909,112401,"St Joseph's Catholic High School, Business and Enterprise College","VA","NSE",132,50,50,30,2,14,45.2,9.3,8.8,41.1,47,"State School","Mixed",45.4
"3069",909,136671,"Kirkbie Kendal School","ACC","NSE",135,55,45,15,2,17,50.1,10.5,10.3,38.6,52.1,"State School","Mixed",46.8
"3070",909,136732,"Queen Elizabeth Grammar School Penrith","ACC","SEL",126,56,44,5,6,13,64,12.8,13,54.5,64.5,"Grammar School","Mixed",67.1
"3071",909,137369,"Trinity School","ACC","NSE",270,51,49,13,2,6,45.4,10.2,8.9,29.2,47.8,"State School","Mixed",45.5
"3072",909,136526,"The Queen Katherine School","ACC","NSE",206,55,45,18,3,8,48.6,10.1,9.6,38.4,50.9,"State School","Mixed",52.6
"3073",909,137205,"Dallam School","ACC","NSE",132,51,49,12,5,15,48.4,10,9.3,28.7,51.1,"State School","Mixed",46.9
"3074",909,137107,"Kirkby Stephen Grammar School","ACC","NSE",69,42,58,13,0,19,42.3,8.9,8.3,33.9,43.5,"State School","Mixed",46.9
"3075",909,137251,"Appleby Grammar School","ACC","NSE",70,57,43,11,0,19,44.1,10,8.5,45.5,44,"State School","Mixed",41.6
"3076",909,137338,"Cartmel Priory CofE School","ACC","NSE",69,52,48,7,1,7,57,11.7,11,NA,NA,"State School","Mixed",49.6
"3077",909,136357,"Queen Elizabeth School","ACC","NSE",131,50,50,5,0,18,57.1,11.9,10.6,46.8,57.6,"State School","Mixed",53.3
"3078",909,137252,"William Howard School","ACC","NSE",246,42,58,13,1,17,46.4,9.9,8.9,42,47.1,"State School","Mixed",44.3
"3079",909,137254,"Caldew School","ACC","NSE",175,52,48,15,1,9,44.8,9.8,8.5,33.5,46.9,"State School","Mixed",47.2
"3080",909,136902,"Keswick School","ACC","NSE",187,52,48,7,2,13,52.6,11.2,10.1,38.6,53.6,"State School","Mixed",53.9
"3081",909,141106,"Chetwynde School","F","NSE",55,58,42,13,2,22,51.9,11,9.4,38.7,53.8,"State School","Mixed",48.1
"3082",909,135620,"Richard Rose Morton Academy","AC","NSE",84,44,56,29,2,8,39.2,8.3,7.7,35.8,40.6,"State School","Mixed",40.5
"3083",909,135621,"Richard Rose Central Academy","AC","NSE",122,57,43,37,9,18,36.9,7.5,7.2,28.6,41.8,"State School","Mixed",39.5
"3084",909,135632,"West Lakes Academy","AC","NSE",196,50,50,21,0,11,50.8,10.8,9.3,40.3,53.6,"State School","Mixed",53.8
"3085",909,135940,"Furness Academy","AC","NSE",84,46,54,42,1,8,41,8.3,7.4,36.1,44.5,"State School","Mixed",41.5
"3086",909,112452,"Oversands School","INDSPEC",NA,8,100,0,NA,NA,NA,4,0.6,2,NA,NA,"Special School","Boys",7.3
"3087",909,112461,"Underley Garden School","INDSPEC",NA,7,57,43,NA,NA,NA,8.7,1.3,2,NA,NA,"Special School","Mixed",NA
"3088",909,134781,"Cambian Whinfell School","INDSPEC",NA,6,100,NA,NA,NA,NA,29.6,3.8,7.7,NA,NA,"Special School","Boys",NA
"3089",909,112465,"Sandgate School","CYS",NA,6,50,50,0,0,NA,0.7,0.3,0.3,NA,0.7,"Special School","Mixed",NA
"3090",909,146250,"James Rennie School","ACCS",NA,9,56,44,22,0,NA,2.9,0.7,1.6,NA,NA,"Special School","Mixed",NA
"3091",916,136306,"Sir Thomas Rich's School","ACC","SEL",124,100,NA,4,11,1,75,14.2,15,NA,NA,"Grammar School","Boys",72.1
"3092",916,136666,"Denmark Road High School","ACC","SEL",131,NA,100,5,13,2,75.9,15.1,14.5,71.7,76.1,"Grammar School","Girls",73.5
"3093",916,138421,"The Dean Academy","AC","NSE",133,48,52,25,0,17,37.2,8.2,7.4,31,39.2,"State School","Mixed",37.9
"3094",916,138496,"The Forest High School","AC","NSE",74,51,49,26,1,19,39.3,8.9,7.4,33.1,41.4,"State School","Mixed",37.7
"3095",916,140011,"Beaufort Co-operative Academy","AC","NSE",180,54,46,39,9,8,35.2,7.4,7,31.4,37.6,"State School","Mixed",37.1
"3096",916,144013,"Five Acres High School","AC","NSE",108,54,46,22,0,16,49.4,9.9,9.6,41,51.7,"State School","Mixed",47.8
"3097",916,144761,"SGS Berkeley Green UTC","UTC","NSE",91,82,18,31,7,41,34.3,7,7.6,31.7,35.5,"State School","Mixed",NA
"3098",916,115720,"Barnwood Park Arts College","FD","NSE",98,0,100,31,10,9,44.8,9.5,8.7,36.3,48.5,"State School","Girls",47.1
"3099",916,145480,"Henley Bank High School","AC","NR",97,58,42,26,5,28,50,9.8,9.6,40.6,53.2,"State School","Mixed",NA
"3100",916,136772,"Cleeve School","ACC","NSE",235,50,50,15,3,15,48.1,10.2,9.5,35,50.4,"State School","Mixed",49.3
"3101",916,115723,"Archway School","CY","NSE",179,51,49,22,2,15,43.4,9.6,8.6,31,47,"State School","Mixed",43.9
"3102",916,137298,"Severn Vale School","ACC","NSE",232,50,50,26,3,14,45.7,10.2,9.1,38.3,48.4,"State School","Mixed",44.7
"3103",916,137059,"Thomas Keble School","ACC","NSE",133,51,49,12,0,8,50.3,11,9.5,38.6,51.9,"State School","Mixed",49.9
"3104",916,137097,"Farmor's School","ACC","NSE",146,52,48,6,1,9,52.8,11,10,37.7,53.8,"State School","Mixed",49.9
"3105",916,136982,"St Peter's Catholic High School and Sixth Form Centre","ACC","NSE",231,58,42,24,10,16,43.4,9.8,7.8,33.3,46.5,"State School","Mixed",46.6
"3106",916,136767,"Ribston Hall High School","ACC","SEL",119,NA,100,7,7,5,66.2,13.8,12.3,66.3,66.2,"Grammar School","Girls",67.7
"3107",916,137123,"Marling School","ACC","SEL",123,100,NA,4,3,3,69.3,14.4,13.4,NA,NA,"Grammar School","Boys",70.5
"3108",916,136874,"Stroud High School","ACC","SEL",129,NA,100,2,3,7,75.7,16.2,14,NA,NA,"Grammar School","Girls",75.1
"3109",916,136353,"Pate's Grammar School","ACC","SEL",126,57,43,2,14,9,81.4,16,15.8,NA,NA,"Grammar School","Mixed",80.6
"3110",916,136578,"The Crypt School","ACC","SEL",128,100,0,6,8,7,69.3,13.2,13.2,68,69.4,"Grammar School","Boys",68.1
"3111",916,137752,"Tewkesbury School","ACC","NSE",230,49,51,17,4,3,46.9,10.4,9.7,28.6,50.7,"State School","Mixed",46.3
"3112",916,137033,"Katharine Lady Berkeley's School","ACC","NSE",250,52,48,7,0,8,54.9,11,11,40,56,"State School","Mixed",51.6
"3113",916,115758,"Rednock School","FD","NSE",174,52,48,13,3,11,43.7,9.4,8.3,29.1,45.9,"State School","Mixed",45.1
"3114",916,136474,"Balcarras School","ACC","NSE",211,61,39,4,4,7,61.1,11.6,12.2,47.7,61.6,"State School","Mixed",56.2
"3115",916,137634,"Churchdown School","ACC","NSE",217,53,48,14,6,13,49.3,10.6,8.3,41.5,50.6,"State School","Mixed",45.9
"3116",916,136292,"The Cotswold Academy","ACC","NSE",217,48,53,10,1,11,56.7,11.6,11,37.5,58.7,"State School","Mixed",56.5
"3117",916,138746,"Newent Community School and Sixth Form Centre","ACC","NSE",154,49,51,18,5,27,44.3,9.9,8.3,32.4,46.8,"State School","Mixed",46.3
"3118",916,136623,"Chosen Hill School","ACC","NSE",224,51,49,13,5,9,44.2,9.5,8.7,37.9,45.2,"State School","Mixed",47.1
"3119",916,136960,"Chipping Campden School","ACC","NSE",203,48,52,6,1,13,52.5,10.9,10.3,44.1,53.1,"State School","Mixed",51.8
"3120",916,137382,"Wyedean School and 6th Form Centre","ACC","NSE",141,50,50,13,4,9,44.9,9.4,8.5,30.2,47,"State School","Mixed",48.3
"3121",916,136764,"Winchcombe School","ACC","NSE",96,52,48,16,1,21,44.3,9.4,8.9,33.6,46.3,"State School","Mixed",45.7
"3122",916,136725,"Cheltenham Bournside School and Sixth Form Centre","ACC","NSE",266,49,51,11,6,9,44.8,9.5,8.8,32.7,46.3,"State School","Mixed",46.6
"3123",916,137217,"Cirencester Kingshill School","ACC","NSE",168,42,58,12,3,13,48,10,9.1,39,49.2,"State School","Mixed",48.8
"3124",916,136527,"Cirencester Deer Park School","ACC","NSE",207,55,45,20,2,12,50.6,10.7,10,37.1,54,"State School","Mixed",48.1
"3125",916,115772,"Pittville School","FD","NSE",119,50,50,36,8,24,40.1,8.9,7.5,29.5,46.1,"State School","Mixed",39.7
"3126",916,137387,"Dene Magna School","ACC","NSE",165,52,48,19,1,17,47.8,10,9.5,40.6,49.5,"State School","Mixed",48.6
"3127",916,115775,"Maidenhill School","FD","NSE",100,39,61,21,1,20,40.5,9.3,7.8,28.2,43.8,"State School","Mixed",44.7
"3128",916,136985,"Sir William Romney's School","ACC","NSE",70,43,57,19,1,19,45.8,9.4,8.3,38.8,47.4,"State School","Mixed",50.8
"3129",916,136016,"All Saints' Academy, Cheltenham","AC","NSE",139,50,50,42,22,20,42.9,9.2,8.1,37.7,46.6,"State School","Mixed",42.9
"3130",916,136199,"Gloucester Academy","AC","NSE",147,60,40,46,31,18,26.5,5.8,5.4,20.5,31.6,"State School","Mixed",28
"3131",916,115802,"Cotswold Chine School","INDSPEC",NA,11,27,73,NA,NA,NA,5.2,1,1.1,NA,NA,"Special School","Mixed",0.6
"3132",916,115809,"Hartmore School","INDSPEC",NA,6,83,17,NA,NA,NA,1,0,1,NA,NA,"Special School","Mixed",NA
"3133",916,138429,"Peak Academy","ACS",NA,8,88,13,63,0,NA,14.8,3,4.8,NA,NA,"Special School","Mixed",NA
"3134",916,115821,"Bettridge School","CYS",NA,8,50,50,50,0,NA,0.1,0,0,NA,NA,"Special School","Mixed",NA
"3135",916,115825,"Alderman Knight School","CYS",NA,13,69,31,46,0,NA,6.1,0.9,1.2,1.5,10,"Special School","Mixed",5.8
"3136",916,131549,"Belmont School","CYS",NA,16,69,31,50,0,NA,0.4,0,0.4,0.3,0.5,"Special School","Mixed",0.6
"3137",919,117499,"The Priory School","FD","NSE",166,60,40,13,1,25,48,9.9,9,40,49.3,"State School","Mixed",48.7
"3138",919,138747,"Hertswood Academy","ACC","NSE",175,51,49,30,19,31,38.7,8.2,8.7,30.5,42.3,"State School","Mixed",43.5
"3139",919,138582,"Samuel Ryder Academy","AC","NSE",122,57,43,25,37,21,48.3,10.6,9.2,34.8,52.7,"State School","Mixed",42.6
"3140",919,139416,"The Elstree UTC","UTC","NSE",92,44,57,32,3,25,33.5,7.9,6.9,31,34.6,"State School","Mixed",37.5
"3141",919,117500,"The Hemel Hempstead School","FD","NSE",178,56,44,13,9,15,52,10.7,10.9,40.3,53.8,"State School","Mixed",52.2
"3142",919,139873,"Richard Hale School","ACC","NSE",161,100,NA,10,4,16,51.2,10.4,10.6,40.5,52.3,"State School","Boys",55.1
"3143",919,139662,"The Reach Free School","F","NSE",91,54,46,19,37,18,45.1,9.5,7.9,37.8,46.8,"State School","Mixed",45.2
"3144",919,139154,"Hitchin Boys' School","ACC","NSE",158,100,NA,6,10,15,59.3,11.5,12.1,49.9,60,"State School","Boys",53.9
"3145",919,137288,"Hitchin Girls' School","ACC","NSE",171,NA,100,14,9,19,59.2,12.4,11.1,50.9,60.5,"State School","Girls",57.7
"3146",919,117504,"Fearnhill School","FD","NSE",64,48,52,27,19,9,36.8,7.8,7.3,30.7,39,"State School","Mixed",36.4
"3147",919,137038,"Verulam School","ACC","NSE",165,100,NA,10,23,12,54.4,11.2,11.1,44.6,55.4,"State School","Boys",53.2
"3148",919,137985,"Presdales School","ACC","NSE",169,NA,100,8,4,19,60,12.6,11.4,46.2,61.2,"State School","Girls",58.2
"3149",919,137847,"Stanborough School","ACC","NSE",172,59,41,20,11,15,46.6,10,9.5,39.7,48.3,"State School","Mixed",43.6
"3150",919,136608,"The Knights Templar School","ACC","NSE",204,52,48,15,7,12,50.5,10.5,10.1,42.5,51.9,"State School","Mixed",51.4
"3151",919,140037,"The Thomas Alleyne School","AC","NSE",133,53,47,26,8,9,42.5,9.2,8.9,29.8,47.1,"State School","Mixed",44.7
"3152",919,141004,"The Watford UTC","UTC","NR",47,62,38,38,21,6,35.2,8.4,6.9,32.5,36.8,"State School","Mixed",35.7
"3153",919,142051,"Haileybury Turnford","AC","NSE",145,52,48,28,12,13,39.7,8.9,8.5,34.1,41.8,"State School","Mixed",38.6
"3154",919,143131,"Robert Barclay Academy","AC",NA,91,54,46,22,13,21,41,8.8,8.2,37.2,42.1,"State School","Mixed",40.2
"3155",919,137270,"Sir John Lawes School","ACC","NSE",193,49,51,11,7,22,61,12.9,11.4,48,62.6,"State School","Mixed",58.8
"3156",919,146305,"Ridgeway Academy","AC","NSE",82,55,45,37,7,32,40.2,9.6,8,38.5,41.2,"State School","Mixed",NA
"3157",919,145430,"The Adeyfield Academy","AC","NSE",86,44,56,41,8,14,34.1,7.1,6.7,27.1,38.9,"State School","Mixed",NA
"3158",919,138286,"Beaumont School","ACC","NSE",181,45,55,8,12,20,60.8,12.5,11.6,44.9,62.2,"State School","Mixed",61.7
"3159",919,117515,"Barclay School","CY","NSE",126,53,47,25,14,17,44,9.9,8.9,31.4,48.1,"State School","Mixed",42.2
"3160",919,117518,"Barnwell School","FD","NSE",157,53,47,28,9,13,42.3,9,8.5,40.7,42.9,"State School","Mixed",41.3
"3161",919,140294,"Simon Balle All-Through School","ACC","NSE",165,56,44,9,2,8,56.2,11.4,11.2,45.5,57.2,"State School","Mixed",52.7
"3162",919,136973,"Roundwood Park School","ACC","NSE",194,52,49,6,4,6,57.6,12.6,11.1,36.5,59,"State School","Mixed",58.6
"3163",919,137110,"Longdean School","ACC","NSE",183,53,47,23,17,11,43.9,9.4,8.7,33.5,47,"State School","Mixed",44
